,Height,Weight,Gender_,ne_sco_train,ne_sco_test,squr_error_reg,ne_sco_tr,ne_sco_te,reg_sco_te,reg_sco_tr,abs_error_reg,sqrt_error_knn,abs_error_knn
914,66.79579309,186.9938986,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
915,74.07020621,218.4235845,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
916,69.69174305,184.6189529,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
917,70.48275741,199.359224,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
918,66.20296361,164.6344637,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
919,71.85788791,193.4299898,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
920,65.97520718,171.0768314,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
921,72.67696109,217.5614154,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
922,69.81202171,188.0649839,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
923,69.04314598,178.1848175,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
924,63.85067839,151.9966615,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
925,64.90978524,145.1761359,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
926,65.04544401,147.6602601,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
927,68.87439619,183.4385392,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
928,69.9822195,178.3484391,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
929,62.70930371,152.8204681,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
930,66.92343676,173.6342571,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
931,67.26904397,180.0356727,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
932,72.12252553,200.3368056,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
933,69.61140326,170.2961967,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
934,65.18470087,166.7385547,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
935,74.08027495,194.7788543,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
936,61.12182863,152.7911301,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
937,68.32145287,206.4261469,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
938,63.9529284,164.7714754,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
939,68.58137352,181.167061,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
940,64.92590896,185.0018542,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
941,69.65975352,209.5204246,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
942,71.12075332,197.345436,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
943,62.80419071,148.6050424,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
944,70.81126171,201.2242771,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
945,69.54951057,199.1938148,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
946,67.0323462,188.4596891,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
947,67.39683425,178.3001966,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
948,69.37184333,173.4301696,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
949,74.54513694,218.4375679,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
950,66.55652499,173.3868302,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
951,67.25995282,186.3207972,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
952,66.00196773,165.1677228,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
953,67.28350742,203.1357596,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
954,67.92463364,161.6708278,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
955,66.05763381,164.4705039,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
956,65.84458046,170.7923569,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
957,69.03106285,170.3101222,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
958,70.32711641,192.4971609,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
959,66.53430651,166.371258,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
960,71.4716749,196.54096,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
961,70.04693077,183.6196208,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
962,68.60571056,187.2913919,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
963,68.98238073,178.2824095,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
964,73.7888849,222.3975605,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
965,69.07281082,190.587913,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
966,73.18794911,204.103817,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
967,68.67738441,192.1962461,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
968,64.92233626,179.4090919,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
969,66.11122914,192.765581,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
970,67.74898985,169.7402721,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
971,71.81390356,192.8164417,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
972,69.19544122,185.7291961,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
973,67.40717166,188.5940922,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
974,69.87663341,179.6809303,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
975,64.36667672,162.4950825,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
976,67.49285386,183.3837802,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
977,73.12243321,221.4459021,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
978,67.65294548,188.8898645,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
979,68.53790185,191.8229143,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
980,70.72475802,214.2615182,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
981,68.23015031,182.3828222,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
982,67.69712341,163.9398786,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
983,73.71674275,198.4622269,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
984,68.85845722,187.3950858,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
985,66.47376597,175.9473678,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
986,69.97228132,188.6259112,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
987,67.55618322,200.779691,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
988,74.27201865,209.9374928,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
989,72.09385998,201.8626584,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
990,69.56977967,182.7948442,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
991,71.61408945,206.1634325,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
992,67.13854961,171.8769664,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
993,68.41565126,171.3212163,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
994,78.09586747,255.6908348,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
995,68.6426276,178.8167946,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
996,70.02684189,186.3587022,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
997,74.32567701,220.8457275,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
998,72.23163624,202.1371601,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
999,67.6666641,193.0816469,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1000,66.42418713,157.288088,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1001,65.07111347,180.7565256,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1002,69.1569821,206.5151903,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1003,67.8053119,180.0045482,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1004,68.23874539,193.9838213,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1005,72.54885198,203.6275837,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1006,74.05642685,211.7305173,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1007,73.23678822,201.0998006,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1008,72.83768488,212.2040396,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1009,68.2698199,167.9107289,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1010,70.07181913,207.0866751,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1011,71.73869477,185.8426218,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1012,68.6739597,172.8471849,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1013,70.18213939,184.7233308,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1014,66.9466142,182.3697168,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1015,67.67598854,188.3113941,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1016,67.90357319,168.6779132,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1017,67.19943211,173.4885993,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1018,66.99786196,178.0573356,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1019,66.0297085,174.0582354,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1020,67.8142859,192.066392,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1021,71.44765151,191.1771577,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1022,70.07932331,189.5959602,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1023,73.72161324,210.2235006,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1024,66.38800664,159.376926,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1025,68.19608778,189.8749292,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1026,68.27535973,176.1790688,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1027,65.93964742,177.2854147,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1028,66.87187788,170.3239575,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1029,66.19800895,165.9333275,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1030,73.30301022,232.2506433,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1031,69.28503609,206.883393,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1032,71.76976166,200.356448,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1033,63.63948265,163.2579018,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1034,72.16154497,188.9133324,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1035,72.00328044,207.5421208,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1036,68.16583681,173.4564553,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1037,69.0848968,189.8567859,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1038,67.18845052,169.8908229,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1039,63.61501878,160.7876538,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1040,71.72061161,211.0075801,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1041,70.47512584,193.8573561,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1042,72.86758744,217.3352533,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1043,68.16284382,176.7418313,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1044,69.6791497,203.3170123,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1045,63.00004749,165.5559659,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1046,71.75812504,211.7374418,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1047,71.62967826,201.5038128,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1048,71.06410538,200.6841596,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1049,70.11514441,189.532927,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1050,70.44887435,206.4997442,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1051,68.54146741,173.2997216,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1052,71.33392078,221.1220336,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1053,67.18093863,169.8294539,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1054,73.10634428,219.7866042,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1055,70.88748661,182.8879477,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1056,71.91022602,198.0788255,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1057,73.56929781,216.6177778,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1058,69.80157523,203.2583751,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1059,70.62786979,185.2469766,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1060,66.31457674,148.2657302,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1061,70.26935973,192.3070268,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1062,70.97870259,206.5229741,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1063,70.31506637,181.7894088,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1064,71.51370053,212.7287049,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1065,70.99854621,195.9590447,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1066,66.69530922,155.1289645,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1067,72.65899957,207.5063787,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1068,66.51004277,181.9381761,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1069,66.57823462,164.1170304,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1070,66.72468017,185.3139113,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1071,69.29554648,178.1753698,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1072,68.32298231,178.4131887,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1073,65.79795305,162.0277356,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1074,70.12376143,217.425675,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1075,69.06408861,189.8066455,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1076,70.90773669,197.216552,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1077,66.75412981,178.3828125,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1078,68.58935913,178.045314,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1079,70.97378777,184.9826013,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1080,63.17859731,153.6068331,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1081,69.90321098,221.897619,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1082,67.73372088,175.5643397,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1083,71.09295626,198.8291173,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1084,70.12179615,189.2795225,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1085,65.78802419,166.2769877,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1086,71.50724241,202.5184575,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1087,71.71549797,220.273901,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1088,71.45441131,213.3365925,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1089,69.38563588,171.3312485,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1090,70.15126491,191.5682599,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1091,72.10911232,200.7017307,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1092,71.62028583,208.7557182,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1093,69.20709959,172.7751627,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1094,71.10562694,188.8392852,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1095,67.06830402,187.5734938,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1096,75.99995705,224.4404592,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1097,67.9863736,170.2762478,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1098,69.38134598,197.2814443,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1099,71.42394644,195.3649152,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1100,70.47139727,198.4191385,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1101,71.85984886,196.3512998,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1102,72.71616603,195.3564313,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1103,72.92136714,213.9244864,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1104,71.76174731,201.3157707,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1105,74.66919682,227.4603038,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1106,67.32371432,157.0299355,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1107,70.55500396,192.2607453,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1108,65.18093656,169.4596309,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1109,69.73101343,197.6395496,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1110,71.75142255,215.9353939,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1111,68.97041418,173.2923443,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1112,65.04122113,163.0041411,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1113,70.02080933,208.6097832,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1114,71.03482922,202.039446,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1115,72.87153874,229.7407531,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1116,71.92022184,202.6092747,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1117,73.96772269,227.0223469,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1118,65.66451791,166.4436809,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1119,70.85793198,187.1053638,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1120,68.15658922,181.0517424,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1121,67.17791659,175.3521086,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1122,70.85695017,197.727299,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1123,63.81097455,166.461038,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1124,66.94959112,166.4413849,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1125,70.2806923,187.2586923,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1126,70.32349325,186.0655322,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1127,70.56606384,205.0526852,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1128,69.29416757,189.4633636,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1129,74.3892257,210.1443121,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1130,66.89231469,186.2040058,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1131,73.62154397,206.4922129,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1132,69.09056319,189.213646,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1133,67.54202278,168.7614795,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1134,62.92194889,144.1706444,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1135,68.85015225,187.5787042,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1136,69.61178285,193.6353663,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1137,69.51565854,185.348837,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1138,69.10691697,188.2451032,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1139,66.82276322,166.1711851,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1140,71.11214408,202.3577195,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1141,67.76171315,191.544634,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1142,66.5607406,162.0180876,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1143,67.10251954,175.9579827,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1144,69.58211124,193.3671981,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1145,72.28040043,192.6915216,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1146,69.20766611,186.1774738,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1147,69.02647455,198.0143768,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1148,65.43505946,167.7279617,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1149,68.46557156,200.0101569,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1150,71.96301518,199.9816203,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1151,73.75955023,217.2198008,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1152,70.53251302,194.3022593,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1153,69.01333502,190.5135138,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1154,73.61198537,236.7805375,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1155,68.49107214,181.2112391,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1156,64.09161305,151.6431035,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1157,67.97215983,170.7156931,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
1158,70.83455355,197.3886665,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
